Date,Price,Open,High,Low,Vol.,Change %
10/05/2023,1.4749,1.479,1.4829,1.4664,,-0.27%
9/05/2023,1.4789,1.4743,1.4823,1.4732,,0.33%
8/05/2023,1.4741,1.4818,1.4839,1.4695,,-0.45%
5/05/2023,1.4808,1.4936,1.4947,1.4797,,-0.88%
4/05/2023,1.4939,1.4995,1.5062,1.4908,,-0.34%
3/05/2023,1.499,1.5007,1.5041,1.4916,,-0.08%
2/05/2023,1.5002,1.5074,1.5107,1.4885,,-0.52%
1/05/2023,1.5081,1.513,1.5144,1.4993,,-0.18%
28/04/2023,1.5108,1.5086,1.5215,1.5052,,0.20%
27/04/2023,1.5078,1.5153,1.5165,1.5069,,-0.49%
26/04/2023,1.5152,1.5087,1.5173,1.5059,,0.41%
25/04/2023,1.509,1.4936,1.5121,1.4909,,1.07%
24/04/2023,1.493,1.493,1.5005,1.4913,,-0.09%
21/04/2023,1.4943,1.4835,1.4977,1.4819,,0.75%
20/04/2023,1.4832,1.4892,1.4935,1.4765,,-0.42%
19/04/2023,1.4894,1.487,1.4949,1.483,,0.15%
18/04/2023,1.4872,1.4928,1.4934,1.4817,,-0.34%
17/04/2023,1.4923,1.4912,1.4969,1.488,,0.13%
14/04/2023,1.4903,1.4748,1.4937,1.4691,,1.09%
13/04/2023,1.4743,1.495,1.496,1.4711,,-1.37%
12/04/2023,1.4948,1.5033,1.5042,1.4871,,-0.52%
11/04/2023,1.5026,1.5057,1.5074,1.4967,,-0.21%
10/04/2023,1.5058,1.5024,1.5109,1.4966,,0.43%
7/04/2023,1.4993,1.4988,1.5059,1.4942,,0.05%
6/04/2023,1.4986,1.4883,1.5032,1.4868,,0.73%
5/04/2023,1.4877,1.4808,1.4978,1.4748,,0.48%
4/04/2023,1.4806,1.4736,1.4881,1.4718,,0.49%
3/04/2023,1.4734,1.4947,1.5036,1.4727,,-1.47%
31/03/2023,1.4954,1.4898,1.4993,1.4839,,0.39%
30/03/2023,1.4896,1.4968,1.5014,1.4882,,-0.42%
29/03/2023,1.4959,1.4903,1.5014,1.4894,,0.38%
28/03/2023,1.4903,1.5035,1.505,1.4899,,-0.88%
27/03/2023,1.5035,1.5038,1.5077,1.5,,-0.06%
24/03/2023,1.5044,1.4959,1.5095,1.4935,,0.57%
23/03/2023,1.4959,1.4963,1.4993,1.48,,0.00%
22/03/2023,1.4959,1.4995,1.5014,1.4793,,-0.24%
21/03/2023,1.4995,1.4883,1.5038,1.4866,,0.77%
20/03/2023,1.4881,1.4906,1.5002,1.4833,,-0.34%
17/03/2023,1.4932,1.5029,1.504,1.4869,,-0.57%
16/03/2023,1.5017,1.5113,1.5135,1.4996,,-0.64%
15/03/2023,1.5113,1.4964,1.5175,1.4898,,1.00%
14/03/2023,1.4963,1.5004,1.5079,1.4931,,-0.23%
13/03/2023,1.4997,1.5181,1.5195,1.4885,,-1.34%
10/03/2023,1.52,1.5174,1.5236,1.5057,,0.18%
9/03/2023,1.5172,1.5181,1.5209,1.5067,,-0.03%
8/03/2023,1.5177,1.5191,1.5227,1.5083,,-0.07%
7/03/2023,1.5188,1.4861,1.5197,1.4817,,2.20%
6/03/2023,1.4861,1.4781,1.4891,1.4764,,0.61%
3/03/2023,1.4771,1.4855,1.4873,1.4759,,-0.58%
2/03/2023,1.4857,1.4789,1.4912,1.4777,,0.46%
1/03/2023,1.4789,1.4861,1.4937,1.4739,,-0.47%
28/02/2023,1.4859,1.4848,1.4918,1.4795,,0.09%
27/02/2023,1.4846,1.4842,1.4931,1.4821,,-0.13%
24/02/2023,1.4865,1.4688,1.4885,1.4651,,1.22%
23/02/2023,1.4686,1.4698,1.4748,1.4614,,-0.06%
22/02/2023,1.4695,1.4592,1.4719,1.4566,,0.73%
21/02/2023,1.4588,1.4476,1.4605,1.445,,0.79%
20/02/2023,1.4474,1.4567,1.4581,1.4448,,-0.41%
17/02/2023,1.4533,1.4531,1.4683,1.4524,,0.00%
16/02/2023,1.4533,1.4489,1.4621,1.4414,,0.34%
15/02/2023,1.4484,1.4312,1.4568,1.4305,,1.20%
14/02/2023,1.4312,1.4355,1.4449,1.4225,,-0.29%
13/02/2023,1.4353,1.4439,1.4515,1.4336,,-0.69%
10/02/2023,1.4453,1.4422,1.4475,1.4365,,0.26%
9/02/2023,1.4415,1.4438,1.445,1.426,,-0.17%
8/02/2023,1.444,1.437,1.4454,1.4292,,0.50%
7/02/2023,1.4368,1.4526,1.4532,1.4309,,-1.11%
6/02/2023,1.4529,1.4434,1.4588,1.4389,,0.62%
3/02/2023,1.444,1.4132,1.4454,1.4116,,2.21%
2/02/2023,1.4128,1.4014,1.4147,1.3969,,0.84%
1/02/2023,1.401,1.417,1.4214,1.3995,,-1.13%
31/01/2023,1.417,1.4167,1.4319,1.4151,,0.06%
30/01/2023,1.4162,1.4083,1.4182,1.4042,,0.62%
27/01/2023,1.4075,1.4059,1.4121,1.4024,,0.16%
26/01/2023,1.4053,1.4077,1.4127,1.3999,,-0.14%
25/01/2023,1.4073,1.4188,1.4222,1.4038,79.59K,-0.81%
24/01/2023,1.4188,1.4228,1.43,1.4166,78.09K,-0.27%
23/01/2023,1.4227,1.4363,1.4381,1.4204,83.99K,-0.86%
20/01/2023,1.4351,1.4471,1.4481,1.4338,104.27K,-0.82%
19/01/2023,1.447,1.4402,1.4555,1.4389,133.08K,0.47%
18/01/2023,1.4403,1.4308,1.442,1.4155,143.83K,0.66%
17/01/2023,1.4308,1.4378,1.4431,1.4289,136.21K,-0.49%
16/01/2023,1.4378,1.4333,1.4409,1.4244,95.43K,0.33%
13/01/2023,1.4331,1.4341,1.4462,1.4295,129.30K,-0.13%
12/01/2023,1.4349,1.449,1.4539,1.4314,116.87K,-0.95%
11/01/2023,1.4486,1.4518,1.4551,1.4436,118.41K,-0.21%
10/01/2023,1.4516,1.4457,1.4579,1.4431,129.19K,0.35%
9/01/2023,1.4465,1.4543,1.4559,1.4387,129.47K,-0.52%
6/01/2023,1.4541,1.4807,1.4878,1.4518,137.30K,-1.79%
5/01/2023,1.4806,1.4635,1.4849,1.4606,115.13K,1.26%
4/01/2023,1.4622,1.485,1.4888,1.4519,135.65K,-1.61%
3/01/2023,1.4861,1.4701,1.4954,1.4629,137.24K,1.12%
2/01/2023,1.4697,1.4676,1.4722,1.4648,16.69K,0.16%
30/12/2022,1.4674,1.4764,1.4806,1.4657,110.48K,-0.51%
29/12/2022,1.4749,1.4843,1.4903,1.4731,92.61K,-0.61%
28/12/2022,1.4839,1.4859,1.4885,1.47,89.54K,-0.07%
27/12/2022,1.485,1.4869,1.4876,1.4755,104.81K,-0.09%
26/12/2022,1.4863,1.4921,1.4959,1.4856,4.81K,-0.13%
23/12/2022,1.4883,1.5004,1.5016,1.4866,120.91K,-0.76%
22/12/2022,1.4997,1.4912,1.5038,1.4773,116.12K,0.60%
21/12/2022,1.4908,1.4979,1.5026,1.486,119.51K,-0.43%
